index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
1622,Hiranandani Rodas Enclave,"2 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,45000.0,727,2,2,4.1,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1623,Platinum Liviano,"1 BHK Flat for rent in Sector 35 Kamothe, Navi Mumbai","Sector 35 Kamothe, Navi Mumbai",Carpet Area,15000.0,420,1,1,0.0,19.0173837,73.09548380186183,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1624,Lord Sai Prasad,"2 BHK Flat for rent in Sector 34C Kharghar, Navi Mumbai","Sector 34C Kharghar, Navi Mumbai",Carpet Area,34000.0,800,2,2,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1625,Kalpataru Paramount,"2 BHK Flat for rent in Balkum, Thane","Balkum, Thane",Carpet Area,36000.0,672,2,2,0.0,19.22169075,72.9844924192587,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1626,Hiranandani Estate Cardinal,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,78000.0,1324,3,3,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1627,Vaswani Tranquil,"3 BHK Flat for rent in Marathahalli, Bangalore East","Marathahalli, Bangalore East",Carpet Area,55000.0,1557,3,3,0.0,12.9552572,77.6984163,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23854/10/477090132M-1709370002474.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1628,skylark pelican,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,68000.0,1500,3,2,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1633,canary chs,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,48000.0,1230,3,2,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1634,Tulsi Aura,"2 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Super Built-up Area,35000.0,964,2,2,0.0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1635,Tata Primanti,3 BHK Flat for rent in Sector 72 Gurgaon,Sector 72 Gurgaon,Super Built-up Area,76000.0,2550,3,3,4.1,28.4159257,77.0290772,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1637,M3M Skywalk,3 BHK Flat for rent in Sector 74 Gurgaon,Sector 74 Gurgaon,Super Built-up Area,66000.0,2074,3,3,0.0,28.41127625,77.01066904675434,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1638,on request,"2 BHK Flat for rent in Naupada, Thane","Naupada, Thane",Carpet Area,45000.0,700,2,2,0.0,19.1896853,72.9696845,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1639,on Request,"1 BHK Flat for rent in Naupada, Thane","Naupada, Thane",Carpet Area,32000.0,500,1,2,0.0,19.1896853,72.9696845,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1640,Piramal Vaikunth,"2 BHK Flat for rent in Balkum, Thane","Balkum, Thane",Built-up Area,35000.0,800,2,2,0.0,19.22169075,72.9844924192587,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1641,M3M Skywalk,2 BHK Flat for rent in Sector 74 Gurgaon,Sector 74 Gurgaon,Super Built-up Area,47000.0,1415,2,2,0.0,28.41127625,77.01066904675434,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1642,Lodha Palava Downtown,"2 BHK Flat for rent in Dombivli East, Thane","Dombivli East, Thane",Super Built-up Area,14500.0,900,2,2,4.2,19.2111814,73.091129,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1643,M3M Skywalk,2 BHK Flat for rent in Sector 74 Gurgaon,Sector 74 Gurgaon,Super Built-up Area,50000.0,1415,2,2,0.0,28.41127625,77.01066904675434,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1644,Vipul Greens,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,65000.0,1665,3,3,4.1,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1645,Mantri Tranquil,"3 BHK Flat for rent in Kanakapura Road, Bangalore South","Kanakapura Road, Bangalore South",Super Built-up Area,40000.0,1470,3,2,4.0,12.9341069,77.5752932,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1649,Suncity Essel Towers,3 BHK Flat for rent in Sector 28 Gurgaon,Sector 28 Gurgaon,Carpet Area,65000.0,1800,3,3,4.3,28.4741302,77.0825722,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1651,Sai Saakshaat,"3 BHK Flat for rent in Sector 6 Kharghar, Navi Mumbai","Sector 6 Kharghar, Navi Mumbai",Super Built-up Area,51000.0,1530,3,3,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23675/8/473508430M-1707911827560.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
1652,Sterling Sankey Apartments,"3 BHK Flat for rent in Sadashiva Nagar, Bangalore North","Sadashiva Nagar, Bangalore North",Carpet Area,75000.0,2000,3,3,0.0,13.0110193,77.5808641,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23670/2/473402716M-1707895565615.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402718M-1707895565309.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402708M-1707895565309.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402714M-1707895565439.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402720M-1707895565453.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402712M-1707895565385.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402722M-1707895565389.jpg', 'https://imagecdn.99acres.com/media1/23670/2/473402710M-1707896089256.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1655,Emaar Emerald Hills,3 BHK Independent Builder Floor for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,50000.0,1380,3,3,4.2,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23632/18/472658652M-1707548351769.jpg', 'https://imagecdn.99acres.com/media1/23632/17/472657746M-1707548210433.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658532M-1707548342440.jpg', 'https://imagecdn.99acres.com/media1/23632/17/472657806M-1707548217629.jpg', 'https://imagecdn.99acres.com/media1/23632/17/472657974M-1707548227166.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658270M-1707548321807.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658346M-1707548330058.jpg', 'https://imagecdn.99acres.com/media1/23632/17/472657848M-1707548222102.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658112M-1707548302590.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658394M-1707548333161.jpg', 'https://imagecdn.99acres.com/media1/23632/17/472657904M-1707548226439.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658208M-1707548316012.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658432M-1707548335580.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658762M-1707548361880.jpg', 'https://imagecdn.99acres.com/media1/23632/18/472658796M-1707548362452.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1656,Tulsi Aura,"1 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Super Built-up Area,38000.0,635,1,2,0.0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23622/1/472441934M-1707465652633.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441938M-1707465653430.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441928M-1707465652503.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441978M-1707465657758.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441940M-1707465656396.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441944M-1707465656684.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441950M-1707465657124.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441954M-1707465657499.jpg', 'https://imagecdn.99acres.com/media1/23622/1/472441980M-1707465657751.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1658,Lodha Aurum Grande,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,62000.0,1250,2,2,4.1,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23574/7/471487592M-1707115307287.jpg', 'https://imagecdn.99acres.com/media1/23583/11/471671280T-1707193784750.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Mumbai
1659,Eternia by Oberoi Realty,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Super Built-up Area,65000.0,1352,3,3,0.0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23574/0/471480228M-1707116794643.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1660,Lodha Casa Viva,"2 BHK Flat for rent in Majiwada, Thane","Majiwada, Thane",Carpet Area,32000.0,703,2,2,0.0,19.2130251,72.9784852,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23563/8/471268360M-1706966420556.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268358M-1706966420695.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268350M-1706966419506.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268340M-1706966414780.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268364M-1706966419874.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268348M-1706966417642.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268356M-1706966420286.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268354M-1706966419832.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268344M-1706966417518.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268346M-1706966419016.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268362M-1706966420362.jpg', 'https://imagecdn.99acres.com/media1/23563/8/471268338M-1706966414718.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1661,Kalpataru Radiance,"2 BHK Flat for rent in Goregaon West, Mumbai","Goregaon West, Mumbai",Carpet Area,75100.0,881,2,2,0.0,19.1633281,72.8411995,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23458/3/469163828M-1706100607812.jpg', 'https://imagecdn.99acres.com/media1/23458/3/469163800M-1706100604967.jpg', 'https://imagecdn.99acres.com/media1/23458/4/469164006M-1706100634617.jpg', 'https://imagecdn.99acres.com/media1/23458/4/469164040M-1706100638114.jpg', 'https://imagecdn.99acres.com/media1/23458/4/469164122M-1706100655460.jpg', 'https://imagecdn.99acres.com/media1/23458/4/469164092M-1706100649676.jpg', 'https://imagecdn.99acres.com/media1/23458/4/469164178M-1706100663293.jpg', 'https://imagecdn.99acres.com/media1/23458/3/469163938M-1706100624465.jpg', 'https://imagecdn.99acres.com/media1/23458/3/469163868M-1706100612547.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1663,Hiranandani Villa Grand,"2 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,45000.0,730,2,2,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23223/6/464466242M-1703931867733.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466242M-1703931867733.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466694M-1703931954924.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466588M-1703931942893.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466418M-1703931891870.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466520M-1703931899672.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466444M-1703931893741.jpg', 'https://imagecdn.99acres.com/media1/23223/6/464466536M-1703931937041.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
