,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
406,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,"70,000 ","1,433",2,2,0,28.404235399999997,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
407,Joyville Western Heights,"2 BHK Flat for rent in Howrah, Kolkata West","Howrah, Kolkata West",Carpet Area,"16,000 ",919,2,2,3.8,22.5844844,88.349294,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
408,DLF-2 ULTRA LUXURIOUS BUILDER FLOOR,"4 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,1.5 Lac ,"2,400",4,4,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
409,"Sector 27, Gurgaon",4 BHK Independent Builder Floor for rent in Sector 27 Gurgaon,Sector 27 Gurgaon,Carpet Area,1.1 Lac ,"2,800",4,4,0,28.4646566,77.0839505,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
410,Signature Andour Heights,2 BHK Flat for rent in Sector 71 Gurgaon,Sector 71 Gurgaon,Super Built-up Area,"28,001 ",639,2,2,3.8,28.4064564,77.0233125,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
411,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,2.8 Lac ,"3,541",4,4,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
412,Central Park Resorts,2 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,"80,000 ","1,418",2,2,4.4,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
413,Central Park Resorts,4 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,2 Lac ,"3,931",4,4,4.4,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
414,"Vikas Puri, West Delhi","2 BHK Independent Builder Floor for rent in Vikas Puri, West Delhi","Vikas Puri, West Delhi",Carpet Area,"28,000 ",756,2,2,0,28.6301441,77.0682683,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
415,Sai Proviso Aashlesha,"3 BHK Flat for rent in Koperkhairane, Navi Mumbai","Koperkhairane, Navi Mumbai",Carpet Area,"70,000 ",960,3,3,0,19.09720145,72.99814974947095,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
416,Emaar Mgf Palm Terraces Select,4 BHK Flat for rent in Sector 66 Gurgaon,Sector 66 Gurgaon,Super Built-up Area,"72,000 ","2,410",4,5,3.8,28.3974292,77.0538823,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
417,Mapsko Royale Ville,4 BHK Flat for rent in Sector 82 Gurgaon,Sector 82 Gurgaon,Super Built-up Area,"55,000 ","3,500",4,6,3.7,28.3931076,76.9588762,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
418,The Golden Palm,Studio Apartments / 1 RK Flats for rent in Sector 168 Noida,Sector 168 Noida,Built-up Area,"25,000 ",506,1,1,4.0,28.4950417,77.409942,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
419,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Carpet Area,"17,000 ",460,1,1,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
420,Kolte Patil Life Republic,"3 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Carpet Area,"25,000 ","1,287",3,3,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
421,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Carpet Area,"21,000 ",900,2,2,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
422,New Mahada,"3 BHK Flat for rent in Morwadi, Pune","Morwadi, Pune",Carpet Area,"32,000 ","1,200",3,3,0,18.521428,73.8544541,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
423,CGHS Princess Park Apartments,"3 BHK Flat for rent in Sector 6 Dwarka, Dwarka Delhi","Sector 6 Dwarka, Dwarka Delhi",Carpet Area,"42,000 ","1,750",3,2,3.8,28.5925436,77.06467187079608,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
424,Central Park Resorts,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,1.8 Lac ,"1,869",3,3,4.4,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
425,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,4.45 Lac ,"3,500",4,5,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
426,DLF Phase 2,"3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,"89,000 ","2,250",3,3,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
427,Rajman's jannat e Ashiana khaniyara road,"2 BHK Flat for rent in Sidhpur, Dharamsala","Sidhpur, Dharamsala",Super Built-up Area,"40,000 ","2,000",2,2,0,32.1929949,76.3478182,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/20894/7/417887752M-1706501762591.jpg', 'https://imagecdn.99acres.com/media1/20894/7/417887734M-1706501761579.jpg', 'https://imagecdn.99acres.com/media1/20894/7/417887738M-1706501761976.jpg', 'https://imagecdn.99acres.com/media1/20894/7/417887732M-1706501761404.jpg', 'https://imagecdn.99acres.com/media1/20894/7/417887730M-1706501759338.jpg', 'https://imagecdn.99acres.com/media1/20894/7/417887728M-1706501757938.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
428,DLF The Ultima,3 BHK Flat for rent in Sector 81 Gurgaon,Sector 81 Gurgaon,Super Built-up Area,"58,005 ","2,103",3,4,4.0,28.3873647,76.9475835,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23752/9/475049450M-1708579673667.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
429,"Sector 56, Gurgaon",4 BHK Independent Builder Floor for rent in Sector 56 Gurgaon,Sector 56 Gurgaon,Carpet Area,1.2 Lac ,"4,500",4,5,0,28.4253232,77.0985157,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
430,DLF The Ultima,3 BHK Flat for rent in Sector 81 Gurgaon,Sector 81 Gurgaon,Super Built-up Area,"57,001 ","2,103",3,3,4.0,28.3873647,76.9475835,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
431,DLF The Ultima,3 BHK Flat for rent in Sector 81 Gurgaon,Sector 81 Gurgaon,Carpet Area,"56,001 ","1,257",3,4,4.0,28.3873647,76.9475835,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
432,Nahars Amrit Shakti,"3 BHK Flat for rent in Chandivali, Mumbai","Chandivali, Mumbai",Built-up Area,1.15 Lac ,"2,000",3,3,4.4,19.1091482,72.8945793,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
433,Avalon Height,"3 BHK Flat for rent in Wakad, Pune","Wakad, Pune",Super Built-up Area,"45,000 ","1,558",3,3,0,18.6022495,73.7644454,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
434,Lodha Aurum Grande,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,"65,000 ","1,120",2,2,4.1,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
435,Omkar Vive,"1 BHK Flat for rent in Kurla west, Mumbai","Kurla west, Mumbai",Built-up Area,"54,999 ",500,1,1,0,19.0686026,72.876583,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
436,Urbtech Xaviers,3 BHK Flat for rent in Sector 168 Noida,Sector 168 Noida,Super Built-up Area,"33,000 ","1,400",3,3,3.6,28.4950417,77.409942,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
437,Mapsko Mount Ville,3 BHK Flat for rent in Sector 79 Gurgaon,Sector 79 Gurgaon,Super Built-up Area,"37,000 ","1,510",3,3,4.1,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
438,M3M Skywalk,2 BHK Flat for rent in Sector 74 Gurgaon,Sector 74 Gurgaon,Super Built-up Area,"48,000 ","1,400",2,2,0,28.41127625,77.01066904675434,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
439,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,2.9 Lac ,"2,900",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
440,"U Block DLF Phase 3, Gurgaon","2 BHK Independent Builder Floor for rent in U Block DLF Phase 3, Gurgaon","U Block DLF Phase 3, Gurgaon",Built-up Area,"45,000 ","1,020",2,2,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
441,BPTP Park Generations,3 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Super Built-up Area,"32,000 ","1,520",3,2,3.7,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
